Restaurant Name,Rating,Cuisine,Average Price,Average Delivery Time,Safety Measure,Location,Is_Duplicate
Dal Roti & Co.,3.8,"North Indian,Mughlai",250.0,30.0,Restaurant partner follows WHO protocol,Ludhiana,False
Chill Brews,,"North Indian,Chinese",400.0,30.0,Restaurant partner follows WHO protocol,Ludhiana,False
Jewels Kitchen,4.0,"South Indian,Fast Food,Street Food,Desserts,Beverages",200.0,28.0,Restaurant partner follows WHO protocol,Ludhiana,False
Harry's Daughters,,"Cafe,Beverages,Sandwich,Desserts",200.0,36.0,Restaurant partner follows WHO protocol,Ludhiana,False
Desi Firangi,,"North Indian,Fast Food,Burger,Sandwich,Rolls,Momos,Shake,Beverages",250.0,34.0,Restaurant partner follows WHO protocol,Ludhiana,False
Darbari's Kitchen,4.0,"North Indian,Mughlai,Pizza,Burger,Momos,Rolls,Shake,Fast Food",200.0,39.0,Restaurant partner follows WHO protocol,Ludhiana,False
Pandit Ji De Cholle Kulche,4.3,"North Indian,Street Food",100.0,21.0,Restaurant partner follows WHO protocol,Ludhiana,False
Biryani King Momo Monster,,"Momos,Beverages",200.0,28.0,Restaurant partner follows WHO protocol,Ludhiana,False
Lunch Box,3.8,North Indian,350.0,42.0,Restaurant partner follows WHO protocol,Ludhiana,False
Bake N Bites,,Bakery,150.0,31.0,Restaurant partner follows WHO protocol,Ludhiana,False
Ghar Ka Zaika,,"North Indian,Biryani",100.0,40.0,Restaurant partner follows WHO protocol,Ludhiana,False
Cake N Bake,3.4,"Bakery,Pizza",350.0,39.0,Restaurant partner follows WHO protocol,Ludhiana,False
Top Notch Cafe,4.0,"Continental,Chinese,Seafood,Burger,Sandwich,Pizza,Shake,Beverages",350.0,35.0,Restaurant partner follows WHO protocol,Ludhiana,False
Aapki Apni Rasoi,3.8,"North Indian,South Indian,Sandwich,Fast Food,Street Food,Chinese,Desserts,Beverages",350.0,35.0,Restaurant partner follows WHO protocol,Ludhiana,False
Shree Bawa Ji Bakery & Sweets,,Bakery,350.0,17.0,Restaurant partner follows WHO protocol,Ludhiana,False
Tirupati Dosa,3.8,South Indian,350.0,48.0,Restaurant partner follows WHO protocol,Ludhiana,False
Chaurasia Pan Palace,4.6,"Paan,Beverages,Mithai",350.0,30.0,Restaurant partner follows WHO protocol,Ludhiana,False
22 Food Point,3.5,"Fast Food,Burger",350.0,38.0,Restaurant partner follows WHO protocol,Ludhiana,False
Shaurya Pizza Point,,"Pizza,Sandwich",350.0,33.0,Restaurant partner follows WHO protocol,Ludhiana,False
Cake Fresh,4.3,"Pizza,Burger,Pasta,Bakery",350.0,39.0,Restaurant partner follows WHO protocol,Ludhiana,False
The Bakers Stop,,Bakery,350.0,28.0,Restaurant partner follows WHO protocol,Ludhiana,False
Dcuk Foods,,North Indian,350.0,21.0,Restaurant partner follows WHO protocol,Ludhiana,False
Happy Meals - Burst of Flavours,,"North Indian,Chinese,Fast Food",350.0,30.0,Restaurant partner follows WHO protocol,Ludhiana,False
Pahwa Ice Cream & Juice Bar,3.9,"Beverages,Ice Cream,Fast Food",150.0,29.0,Restaurant partner follows WHO protocol,Ludhiana,False
Gill. Chula Chonka Roti,,"North Indian,Healthy Food",150.0,27.0,Restaurant partner follows WHO protocol,Ludhiana,False
Orient Blade - Park Plaza,4.0,"Chinese,Thai,Seafood,Sushi,Sichuan",150.0,40.0,Restaurant partner follows WHO protocol,Ludhiana,False
Hong Kong Restaurant,3.2,"Chinese,Finger Food",150.0,24.0,Restaurant partner follows WHO protocol,Ludhiana,False
Cake Bloc,2.5,"Desserts,Bakery",150.0,42.0,Restaurant partner follows WHO protocol,Ludhiana,False
Chic fish,3.7,"North Indian,Rolls,Seafood",150.0,36.0,Restaurant partner follows WHO protocol,Ludhiana,False
Kamal Vegetarian,4.0,"North Indian,Chinese,Desserts,Beverages,South Indian",150.0,32.0,Restaurant partner follows WHO protocol,Ludhiana,False
Let's Catch Up,,"Pizza,Wraps,Sandwich,Burger,Fast Food,Shake,Coffee,Beverages",150.0,38.0,Restaurant partner follows WHO protocol,Ludhiana,False
Guru Ram Das Traders,,Fast Food,150.0,20.0,Restaurant partner follows WHO protocol,Ludhiana,False
Nimrat Food Point,,Fast Food,150.0,50.0,Restaurant partner follows WHO protocol,Ludhiana,False
The Smoking Grill Cafe And Bistro,2.9,"North Indian,Fast Food,Beverages",150.0,28.0,Restaurant partner follows WHO protocol,Ludhiana,False
Maha Luxmi Juice Bar,4.2,"Juices,Beverages",150.0,18.0,Restaurant partner follows WHO protocol,Ludhiana,False
The Royal Food,4.0,"Pizza,Sandwich,Fast Food,Street Food,Tea,Coffee,Shake,Beverages",100.0,33.0,Restaurant partner follows WHO protocol,Ludhiana,False
Pizza Guru,4.0,"Pizza,Pasta,Burger,Fast Food",100.0,45.0,Restaurant partner follows WHO protocol,Ludhiana,False
Giaspura Tikki And Fast Food,3.9,"Fast Food,Chinese,Beverages",100.0,39.0,Restaurant partner follows WHO protocol,Ludhiana,False
Shyam Bakery,4.3,"Bakery,Desserts",100.0,35.0,Restaurant partner follows WHO protocol,Ludhiana,False
Kebabii,3.6,"Kebab,North Indian",100.0,31.0,Restaurant partner follows WHO protocol,Ludhiana,False
Big Buns,4.1,"Pizza,Fast Food",100.0,26.0,Restaurant partner follows WHO protocol,Ludhiana,False
Munchkins,3.6,"North Indian,Chinese,Continental,Sandwich,Burger,Pizza,Fast Food,Beverages",100.0,39.0,Restaurant partner follows WHO protocol,Ludhiana,False
Hotel City Home,3.9,"North Indian,Salad,South Indian,Beverages,Fast Food",100.0,23.0,Restaurant partner follows WHO protocol,Ludhiana,False
Patiala Lemon,,"Beverages,Chinese,Fast Food",100.0,16.0,Restaurant partner follows WHO protocol,Ludhiana,False
Chocovic,4.3,Fast Food,100.0,18.0,Restaurant partner follows WHO protocol,Ludhiana,False
Pandit Vaishno Dhaba,4.0,North Indian,100.0,30.0,Restaurant partner follows WHO protocol,Ludhiana,False
Lucky Dhaba,3.5,"North Indian,Burger,Rolls,Pizza,Fast Food,Chinese,Momos",100.0,43.0,Restaurant partner follows WHO protocol,Ludhiana,False
Amritsari Shahi Nutry Kulcha,3.0,"North Indian,Street Food",40.0,18.0,Restaurant partner follows WHO protocol,Ludhiana,False
Am To Pm Diet,3.9,"Healthy Food,Fast Food",150.0,34.0,Restaurant partner follows WHO protocol,Ludhiana,False
Ambarsariya Swad,,North Indian,100.0,23.0,Restaurant partner follows WHO protocol,Ludhiana,False
Mamagoto,3.7,"Chinese,Sushi,Asian,Japanese,Thai,Salad,Desserts",800.0,37.0,Restaurant partner follows WHO protocol,Ludhiana,False
Champ Master,,"North Indian,Chinese",150.0,32.0,Restaurant partner follows WHO protocol,Ludhiana,False
Maggu Pakore Wala,4.5,Street Food,40.0,19.0,Restaurant partner follows WHO protocol,Ludhiana,False
Artisan Cafe,,"Cafe,Coffee",200.0,29.0,Restaurant partner follows WHO protocol,Ludhiana,False
Bakers Pride,,Bakery,200.0,28.0,Restaurant partner follows WHO protocol,Ludhiana,False
The Healthy House,,Healthy Food,150.0,26.0,Restaurant partner follows WHO protocol,Ludhiana,False
Bakes & Beans,4.1,"Coffee,Salad,Sandwich,Pizza,Fast Food,Continental,Desserts,Shake",400.0,38.0,Restaurant partner follows WHO protocol,Ludhiana,False
Ghar Ki Rasoi,3.6,"North Indian,Street Food,Fast Food",150.0,45.0,Restaurant partner follows WHO protocol,Ludhiana,False
Dubai's Restaurant,3.6,"North Indian,Fast Food",100.0,28.0,Restaurant partner follows WHO protocol,Ludhiana,False
Desi Super Food Dhaba,,North Indian,150.0,26.0,Restaurant partner follows WHO protocol,Ludhiana,False
Abhi Bakery,,Bakery,150.0,40.0,Restaurant partner follows WHO protocol,Ludhiana,False
Ishan Pizza Bar,,"Pizza,Burger,Sandwich,Wraps,Fast Food,Shake,Beverages",150.0,19.0,Restaurant partner follows WHO protocol,Ludhiana,False
Pardhan'z Chicken,4.3,"North Indian,Chinese,Biryani",150.0,30.0,Restaurant partner follows WHO protocol,Ludhiana,False
Yumy Yumy,,South Indian,150.0,32.0,Restaurant partner follows WHO protocol,Ludhiana,False
Shri Krishna Pure Veg Snacks Point,,"North Indian,South Indian,Chinese,Pasta,Pizza,Fast Food,Desserts,Beverages",150.0,26.0,Restaurant partner follows WHO protocol,Ludhiana,False
Noodle Paaji,3.2,"Chinese,Beverages",150.0,40.0,Restaurant partner follows WHO protocol,Ludhiana,False
MP Fast Food,4.0,"North Indian,Fast Food,Chinese",150.0,15.0,Restaurant partner follows WHO protocol,Ludhiana,False
Madrasi's Dosa,,South Indian,150.0,19.0,Restaurant partner follows WHO protocol,Ludhiana,False
Basant Ice Cream,3.5,"Ice Cream,South Indian,Fast Food,Chinese,Pizza,Desserts,Beverages",150.0,21.0,Restaurant partner follows WHO protocol,Ludhiana,False
40 Indian Thalis(PAU),3.8,North Indian,150.0,34.0,Restaurant partner follows WHO protocol,Ludhiana,False
Dypsy Chat Corner,4.1,"Fast Food,Street Food",150.0,23.0,Restaurant partner follows WHO protocol,Ludhiana,False
Hotel Green's Bar & Restaurant,4.6,"North Indian,Chinese,Mughlai,Ice Cream,Sandwich,Street Food,Desserts,Beverages",500.0,19.0,Restaurant partner follows WHO protocol,Ludhiana,False
Punjabi Vaishno Dhaba,3.4,North Indian,500.0,29.0,Restaurant partner follows WHO protocol,Ludhiana,False
Ludhiana Fish Corner,3.9,Seafood,500.0,26.0,Restaurant partner follows WHO protocol,Ludhiana,False
Chai Krafters,3.9,"Tea,Shawarma,Sandwich,Pizza,Fast Food,Street Food,Shake,Coffee",500.0,32.0,Restaurant partner follows WHO protocol,Ludhiana,False
Khalsa Ice Cream,,"Ice Cream,Desserts,Beverages,Shake,Coffee",500.0,29.0,Restaurant partner follows WHO protocol,Ludhiana,False
Mohit Chicken Corner,3.7,"North Indian,Seafood,Fast Food",500.0,31.0,Restaurant partner follows WHO protocol,Ludhiana,False
Cake's Paradise,,Bakery,500.0,34.0,Restaurant partner follows WHO protocol,Ludhiana,False
PVR Café,3.6,"Fast Food,Momos,Beverages",500.0,37.0,Restaurant partner follows WHO protocol,Ludhiana,False
Cake Innovation,3.5,Pizza,500.0,30.0,Restaurant partner follows WHO protocol,Ludhiana,False
Gyan's Vegetarian,4.3,"North Indian,Chinese,Beverages",500.0,27.0,Restaurant partner follows WHO protocol,Ludhiana,False
Fresh 4 You Cafe,4.0,"Fast Food,Sandwich,Salad,Beverages,Pasta,Desserts",500.0,36.0,Restaurant partner follows WHO protocol,Ludhiana,False
Rutba Bakers,,Bakery,500.0,15.0,Restaurant partner follows WHO protocol,Ludhiana,False
Khalsa Confectionery,4.3,"Fast Food,Beverages,Pizza",100.0,40.0,Restaurant partner follows WHO protocol,Ludhiana,False
Panorama - Park Plaza,4.0,"North Indian,Italian,Fast Food,Desserts,Beverages",100.0,29.0,Restaurant partner follows WHO protocol,Ludhiana,False
NJ Chicken,,"North Indian,Mughlai,Fast Food,Beverages",100.0,28.0,Restaurant partner follows WHO protocol,Ludhiana,False
Sodhi Food Point,4.3,"North Indian,Fast Food,Pizza",100.0,40.0,Restaurant partner follows WHO protocol,Ludhiana,False
Kohli Food,,"North Indian,Fast Food,Chinese,Beverages",100.0,31.0,Restaurant partner follows WHO protocol,Ludhiana,False
Silq,,"North Indian,Chinese,Fast Food,Asian,Continental,Bar Food,Biryani,Burger",100.0,28.0,Restaurant partner follows WHO protocol,Ludhiana,False
Delectable Cafe,,"South Indian,Chinese,Pizza,Fast Food,Desserts,Shake,Beverages",100.0,38.0,Restaurant partner follows WHO protocol,Ludhiana,False
Guru Kirpa Soya Chaap,,North Indian,100.0,19.0,Restaurant partner follows WHO protocol,Ludhiana,False
Gourmet Studio - Maharaja Palazzo,4.3,"Fast Food,Oriental,North Indian,Pasta,Desserts,Salad,Biryani,Pizza",100.0,40.0,Restaurant partner follows WHO protocol,Ludhiana,False
Shakes And More,3.6,"Fast Food,Beverages",100.0,43.0,Restaurant partner follows WHO protocol,Ludhiana,False
Krishna Cake Studio,,Bakery,100.0,27.0,Restaurant partner follows WHO protocol,Ludhiana,False
Tej Restaurant And Bakery,4.0,"Bakery,Fast Food,Desserts,Chinese",100.0,30.0,Restaurant partner follows WHO protocol,Ludhiana,False
J-Cruise Bakery,,Bakery,100.0,22.0,Restaurant partner follows WHO protocol,Ludhiana,False
Getta Brew,4.0,"Cafe,Coffee,Fast Food",400.0,22.0,Restaurant partner follows WHO protocol,Ludhiana,False
La Pizza Ei Horno,,"Pizza,Fast Food,Wraps,Sandwich,Shake,Beverages",150.0,26.0,Restaurant partner follows WHO protocol,Ludhiana,False
The Kitchen On Fire,,North Indian,150.0,26.0,Restaurant partner follows WHO protocol,Ludhiana,False
Super Crazy Bite,,"Chinese,Fast Food",100.0,41.0,Restaurant partner follows WHO protocol,Ludhiana,False
Sharma Vaishno Dhaba,,North Indian,100.0,19.0,Restaurant partner follows WHO protocol,Ludhiana,False
The Punjabi Foodies,,"North Indian,Street Food,Shake,Beverages",100.0,36.0,Restaurant partner follows WHO protocol,Ludhiana,False
Patio Cafe N Bar,,"North Indian,Italian,Continental,Fast Food,Oriental,Mughlai,Desserts",600.0,36.0,Restaurant partner follows WHO protocol,Ludhiana,False
Mee Bakers,,"Bakery,Fast Food,Sandwich,Pizza,Street Food,Shake",200.0,39.0,Restaurant partner follows WHO protocol,Ludhiana,False
Salad Of Eden,,Salad,150.0,22.0,Restaurant partner follows WHO protocol,Ludhiana,False
Ghamandi Puri Wale,,"North Indian,Pizza,Sandwich,Fast Food,Beverages",200.0,30.0,Restaurant partner follows WHO protocol,Ludhiana,False
Mr Bean Shakes & Coffee,,"Fast Food,Desserts,Shake,Coffee,Beverages",200.0,30.0,Restaurant partner follows WHO protocol,Ludhiana,False
Bite Shite,,"North Indian,Sandwich,Fast Food",200.0,22.0,Restaurant partner follows WHO protocol,Ludhiana,False
Wok This Way,3.8,"Chinese,Momos,Pizza,Burger,Rolls",150.0,22.0,Restaurant partner follows WHO protocol,Ludhiana,False
Ludhiana tastes,,"Desserts,Street Food",100.0,25.0,Restaurant partner follows WHO protocol,Ludhiana,False
Grameen Kulfi,4.5,"Ice Cream,Desserts",150.0,25.0,Restaurant partner follows WHO protocol,Ludhiana,False
Sheela Tikki & Burger,4.0,"Desserts,Street Food",100.0,20.0,Restaurant partner follows WHO protocol,Ludhiana,False
Sardar Ji Chicken Corner,4.0,"North Indian,Mughlai",200.0,33.0,Restaurant partner follows WHO protocol,Ludhiana,False
Goldy Juice Bar,4.3,"Beverages,Juices",40.0,35.0,Restaurant partner follows WHO protocol,Ludhiana,False
Chatter Box,3.4,"Continental,Chinese,Italian,North Indian,Thai,Sushi,Sichuan",400.0,48.0,Restaurant partner follows WHO protocol,Ludhiana,False
Vicky Chicken Hub,,"North Indian,Mughlai,Kebab,Chinese,Fast Food",250.0,28.0,Restaurant partner follows WHO protocol,Ludhiana,False
Super King Malai Chaap,3.5,North Indian,200.0,41.0,Restaurant partner follows WHO protocol,Ludhiana,False
Between The Bread,,Sandwich,100.0,25.0,Restaurant partner follows WHO protocol,Ludhiana,False
El Gastro Cafe And Restaurant,4.2,"Cafe,Coffee,Shake,Chinese,Asian,Italian,Continental,Beverages",400.0,39.0,Restaurant partner follows WHO protocol,Ludhiana,False
Hero Sandwiches,,"Sandwich,Wraps,Panini",200.0,22.0,Restaurant partner follows WHO protocol,Ludhiana,False
Bunty Veg & Catering House,4.0,North Indian,150.0,23.0,Restaurant partner follows WHO protocol,Ludhiana,False
Gurbaaj Food Hub,,"North Indian,Chinese",150.0,22.0,Restaurant partner follows WHO protocol,Ludhiana,False
T3 Thali Takeaway Town,,North Indian,100.0,28.0,Restaurant partner follows WHO protocol,Ludhiana,False
Punjabi Dhaba,4.0,"North Indian,Street Food",100.0,26.0,Restaurant partner follows WHO protocol,Ludhiana,False
Shredfarmer's Cafe,4.0,"Sandwich,Fast Food,Salad",150.0,37.0,Restaurant partner follows WHO protocol,Ludhiana,False
Hooked Cafe,3.3,Fast Food,150.0,34.0,Restaurant partner follows WHO protocol,Ludhiana,False
The Bake Garden,3.2,"Chinese,Fast Food,North Indian,Mughlai,Continental,Thai,Desserts,Beverages",650.0,37.0,Restaurant partner follows WHO protocol,Ludhiana,False
The Food Zone,,"North Indian,Street Food",150.0,41.0,Restaurant partner follows WHO protocol,Ludhiana,False
Prince Juice Bar,3.5,"Juices,Shake,Beverages,Street Food",40.0,29.0,Restaurant partner follows WHO protocol,Ludhiana,False
Divya Home Kitchen,3.2,"Fast Food,Street Food",100.0,42.0,Restaurant partner follows WHO protocol,Ludhiana,False
Cake Celebrate,3.0,"Burger,Pasta,Sandwich,Fast Food,Desserts",350.0,42.0,Restaurant partner follows WHO protocol,Ludhiana,False
Kukruku,,"North Indian,Chinese,Seafood,Fast Food",300.0,28.0,Restaurant partner follows WHO protocol,Ludhiana,False
My Country Cafe Bar,,"Fast Food,Pizza,Burger,Rolls,Shake,Beverages",200.0,37.0,Restaurant partner follows WHO protocol,Ludhiana,False
Anand Vegetarian,,"Burger,Rolls,Chinese,Momos,Fast Food,North Indian",150.0,44.0,Restaurant partner follows WHO protocol,Ludhiana,False
Shining Star,,"North Indian,Continental,Kebab,Chinese,Mughlai,Pizza,Salad,Fast Food",500.0,32.0,Restaurant partner follows WHO protocol,Ludhiana,False
What A Sandwich,,"Sandwich,Fast Food",200.0,32.0,Restaurant partner follows WHO protocol,Ludhiana,False
B.k's Sandwiches,4.0,Sandwich,100.0,45.0,Restaurant partner follows WHO protocol,Ludhiana,False
The Ice Cream Masters,,"Ice Cream,Waffle,Desserts,Shake,Beverages",250.0,30.0,Restaurant partner follows WHO protocol,Ludhiana,False
Mumma's Kitchen,3.0,North Indian,100.0,48.0,Restaurant partner follows WHO protocol,Ludhiana,False
Jyoti Vaishnu Dhaba,,"North Indian,Chinese",200.0,16.0,Restaurant partner follows WHO protocol,Ludhiana,False
King Malai Champ,4.0,North Indian,100.0,43.0,Restaurant partner follows WHO protocol,Ludhiana,False
BK Cafe By Burger King,,"Cafe,Fast Food,Beverages",200.0,76.0,Restaurant partner follows WHO protocol,Ludhiana,False
Hide & Seek Kitchen,,"North Indian,Sandwich,Street Food",100.0,40.0,Restaurant partner follows WHO protocol,Ludhiana,False
Pizza King,,"Pizza,Fast Food,Shake,Beverages",200.0,22.0,Restaurant partner follows WHO protocol,Ludhiana,False
Verma's Kitchen,,"North Indian,Street Food",100.0,21.0,Restaurant partner follows WHO protocol,Ludhiana,False
Chai Sutta Bar,,"Cafe,Fast Food,Beverages,Shake,Burger,Pizza,Sandwich,Tea",150.0,26.0,Restaurant partner follows WHO protocol,Ludhiana,False
Brooklyn 2.0,,"Rolls,Burger,Sandwich",40.0,25.0,Restaurant partner follows WHO protocol,Ludhiana,False
GVR Food Plaza,3.9,North Indian,150.0,38.0,Restaurant partner follows WHO protocol,Ludhiana,False
Uncle Peter's Pancakes & Cafe,4.0,"Desserts,Tea,Fast Food",150.0,33.0,Restaurant partner follows WHO protocol,Ludhiana,False
Moti Mahal Delux,4.2,"North Indian,Chinese,Thai,Beverages,Sichuan",600.0,35.0,Restaurant partner follows WHO protocol,Ludhiana,False
Pizza.com,,"North Indian,Chinese,Pizza,Burger,Sandwich",200.0,17.0,Restaurant partner follows WHO protocol,Ludhiana,False
CakeZone,,"Bakery,Desserts",100.0,23.0,Restaurant partner follows WHO protocol,Ludhiana,False
Sita Ram's,4.1,"Mithai,Street Food",200.0,31.5,Restaurant partner follows WHO protocol,Ludhiana,False
Oberoi Special,4.3,"North Indian,Beverages",100.0,31.5,Restaurant partner follows WHO protocol,Ludhiana,False
Jay Food Point,3.9,"Fast Food,Shake,Beverages,Pizza,Pasta,Burger",150.0,31.5,Restaurant partner follows WHO protocol,Ludhiana,False
Bansi Vaishno Dhaba,3.9,North Indian,200.0,5.0,Restaurant partner follows WHO protocol,Ludhiana,False
Subhash Vaishno Dhaba,4.3,North Indian,100.0,31.5,Restaurant partner follows WHO protocol,Ludhiana,False
Big N Meats,4.2,"North Indian,Mughlai,Kebab,Seafood,Pizza,Fast Food,Chinese",200.0,31.5,Restaurant partner follows WHO protocol,Ludhiana,False
SK Food Plaza,4.1,"Chinese,North Indian,Burger,Fast Food",150.0,31.5,Restaurant partner follows WHO protocol,Ludhiana,False
Kulcha Land,4.2,Street Food,100.0,31.5,Restaurant partner follows WHO protocol,Ludhiana,False
Sonu's Kitchen,4.3,"North Indian,Chinese,Mughlai",400.0,31.5,Restaurant partner follows WHO protocol,Ludhiana,False
Amritsari Kulcha Cabin,3.7,"North Indian,Street Food",100.0,31.5,Restaurant partner follows WHO protocol,Ludhiana,False
